investor_id,avg_gap,sip_count,status
INV004547,67.5,6,At Risk
INV004555,53.142857142857146,7,At Risk
INV004560,48.375,8,At Risk
INV004563,64.83333333333333,6,At Risk
INV004574,54.57142857142857,7,At Risk
INV004579,43.857142857142854,7,At Risk
INV004581,72.14285714285714,7,At Risk
INV004594,59.142857142857146,7,At Risk
INV004602,59.625,8,At Risk
INV004607,56.0,7,At Risk
INV004608,55.0,7,At Risk
INV004611,51.166666666666664,6,At Risk
INV004617,39.25,8,At Risk
INV004621,54.25,8,At Risk
INV004629,64.57142857142857,7,At Risk
INV004630,50.625,8,At Risk
INV004631,64.71428571428571,7,At Risk
INV004633,78.16666666666667,6,At Risk
INV004635,58.666666666666664,6,At Risk
INV004638,54.333333333333336,6,At Risk
INV004640,68.33333333333333,6,At Risk
INV004646,64.5,6,At Risk
INV004647,70.66666666666667,6,At Risk
INV004661,69.71428571428571,7,At Risk
INV004672,72.0,6,At Risk
INV004680,47.166666666666664,6,At Risk
INV004682,42.25,8,At Risk
INV004701,20.0,6,Active
INV004712,48.57142857142857,7,At Risk
INV004715,56.833333333333336,6,At Risk
INV004716,74.0,6,At Risk
INV004737,54.55555555555556,9,At Risk
INV004741,72.33333333333333,6,At Risk
INV004755,61.166666666666664,6,At Risk
INV004763,83.5,6,At Risk
INV004770,72.85714285714286,7,At Risk
INV004776,57.375,8,At Risk
INV004780,69.5,6,At Risk
INV004785,66.16666666666667,6,At Risk
INV004787,72.33333333333333,6,At Risk
INV004798,53.666666666666664,6,At Risk
INV004805,44.666666666666664,6,At Risk
INV004807,36.857142857142854,7,At Risk
INV004819,62.0,6,At Risk
INV004825,70.0,6,At Risk
INV004834,38.625,8,At Risk
INV004840,41.0,6,At Risk
INV004843,50.857142857142854,7,At Risk
INV004844,66.66666666666667,6,At Risk
INV004847,73.5,6,At Risk
INV004848,54.125,8,At Risk
INV004863,68.0,6,At Risk
INV004864,43.285714285714285,7,At Risk
INV004865,76.33333333333333,6,At Risk
INV004868,56.0,7,At Risk
INV004871,69.14285714285714,7,At Risk
INV004877,80.5,6,At Risk
INV004889,70.66666666666667,6,At Risk
INV004891,55.857142857142854,7,At Risk
INV004911,63.666666666666664,6,At Risk
INV004916,75.5,6,At Risk
INV004917,51.0,6,At Risk
INV004924,59.75,8,At Risk
INV004925,70.83333333333333,6,At Risk
INV004926,66.28571428571429,7,At Risk
INV004927,34.166666666666664,6,Active
INV004953,67.16666666666667,6,At Risk
INV004956,59.142857142857146,7,At Risk
INV004958,73.16666666666667,6,At Risk
INV004973,55.0,8,At Risk
INV004974,52.42857142857143,7,At Risk
INV004978,63.833333333333336,6,At Risk
INV004981,49.142857142857146,7,At Risk
INV004983,57.666666666666664,6,At Risk
INV004984,75.33333333333333,6,At Risk
INV004986,81.33333333333333,6,At Risk
INV004992,81.5,6,At Risk
INV004996,46.333333333333336,9,At Risk
INV004997,71.0,6,At Risk
